Year,Team,Name,G,GS,GR,IP,W,L,S,HD,SO,BB,ERA,FIP,WHIP,WAR
2023,두산,이원재,1,1,0,1.0,0,0,0,0,0,3,27.0,13.15,6.0,-0.13
2023,두산,고봉재,10,0,10,11.1,0,0,0,0,7,7,6.35,4.49,1.68,-0.14
2023,두산,이병헌,36,0,36,27.0,0,0,0,5,28,22,4.67,4.78,1.74,-0.17
2023,두산,김정우,7,0,7,6.2,0,0,0,0,6,7,9.45,6.64,2.7,-0.21
2023,두산,김유성,7,0,7,6.1,0,0,0,0,6,12,9.95,11.11,2.84,-0.32
2023,두산,이영하,36,0,36,39.1,5,3,0,4,28,21,5.49,4.57,1.55,-0.35
2023,두산,이형범,23,0,23,27.2,1,0,0,1,13,12,6.51,4.79,1.88,-1.01
2024,두산,곽빈,30,30,0,167.2,15,9,0,0,154,76,4.24,4.21,1.3,4.39
2024,두산,김택연,60,0,60,65.0,3,2,19,4,78,31,2.08,3.27,1.26,2.92
2024,두산,브랜든,14,14,0,75.0,7,4,0,0,75,11,3.12,2.85,1.15,2.18
2024,두산,이병헌,77,0,77,65.1,6,1,1,22,57,34,2.89,4.36,1.45,1.68
2024,두산,김강률,53,0,53,42.0,2,2,1,12,33,21,3.0,4.3,1.48,1.6
2024,두산,홍건희,65,0,65,59.1,4,3,9,11,45,33,2.73,5.28,1.48,1.39
2024,두산,발라조빅,12,11,1,57.0,2,6,0,1,69,28,4.26,3.31,1.44,1.25
2024,두산,최준호,17,15,2,72.1,3,6,0,0,58,30,5.1,5.54,1.37,1.18
2024,두산,최원준,24,24,0,110.0,6,7,0,0,72,34,6.46,6.15,1.45,1.15
2024,두산,알칸타라,12,12,0,64.1,2,2,0,0,34,22,4.76,5.95,1.24,1.15
2024,두산,최지강,55,0,55,50.0,3,1,1,15,45,24,3.24,5.27,1.44,1.1
2024,두산,김민규,13,4,9,25.0,0,1,0,0,19,19,4.32,7.18,1.68,0.65
2024,두산,이영하,59,1,58,65.1,5,4,2,5,59,36,3.99,4.56,1.5,0.45
2024,두산,박신지,6,1,5,8.2,0,1,0,0,3,8,2.08,6.69,1.85,0.19
2024,두산,시라카와,7,7,0,34.1,2,3,0,0,19,24,6.03,6.31,1.57,0.19
2024,두산,최종인,11,0,11,9.2,1,0,1,2,8,5,3.72,6.28,1.34,0.17
2024,두산,김유성,17,7,10,28.0,1,2,0,0,29,24,6.43,5.27,1.86,0.17
2024,두산,박정수,29,1,28,29.2,1,2,0,4,22,12,5.16,4.69,1.69,0.15
2024,두산,박지호,1,0,1,0.2,0,0,0,1,2,1,0.0,1.53,1.5,0.09
2024,두산,최승용,12,6,6,27.0,2,0,0,1,21,7,6.0,5.76,1.63,0.08
2024,두산,김도윤,2,0,2,2.1,0,0,0,0,1,2,3.86,7.27,1.71,-0.01
2024,두산,박치국,52,0,52,48.0,2,3,1,3,35,18,6.38,6.19,1.6,-0.06
2024,두산,박소준,1,1,0,4.0,0,1,0,0,2,2,11.25,10.53,2.0,-0.07
2024,두산,권휘,8,0,8,9.0,0,0,0,0,11,7,11.0,3.66,2.44,-0.11
2024,두산,김정우,1,0,1,0.1,0,0,0,0,0,0,81.0,4.23,9.0,-0.13
2024,두산,정철원,36,0,36,32.1,2,1,6,1,39,26,6.4,6.12,2.01,-0.16
2024,두산,김동주,14,9,5,50.0,1,3,0,0,35,21,6.84,5.51,1.76,-0.31
2024,두산,김호준,16,1,15,13.1,1,2,0,0,6,4,8.78,6.16,1.95,-0.32
2024,두산,이교훈,33,0,33,35.1,1,1,0,1,27,17,7.39,6.4,1.7,-0.59
2024,두산,김명신,35,0,35,32.2,2,1,0,4,25,8,9.37,6.21,2.17,-1.4
2025,두산,잭로그,30,29,1,176.0,10,8,0,1,156,39,2.81,3.26,1.05,5.34
2025,두산,콜어빈,28,28,0,144.2,8,12,0,0,128,79,4.48,4.59,1.53,2.57
2025,두산,곽빈,19,19,0,109.1,5,7,0,0,107,41,4.2,3.71,1.25,2.01
2025,두산,최승용,23,23,0,116.1,5,7,0,0,71,36,4.41,4.37,1.35,1.7
2025,두산,최민석,17,15,2,77.2,3,3,0,0,53,34,4.4,4.85,1.36,1.43
2025,두산,김택연,64,0,64,66.1,4,5,24,0,79,31,3.53,3.71,1.18,1.32
2025,두산,최원준,47,16,31,107.0,4,7,0,9,62,38,4.71,5.7,1.34,0.95
2025,두산,이영하,73,0,73,66.2,4,4,0,14,72,39,4.05,4.09,1.53,0.9
2025,두산,박신지,54,0,54,60.0,2,4,0,5,36,29,2.85,4.56,1.4,0.47
2025,두산,양재훈,19,0,19,23.1,0,0,1,0,19,8,4.24,4.51,1.16,0.35
2025,두산,박정수,29,0,29,26.1,1,0,0,3,15,8,4.1,4.28,1.48,0.33
2025,두산,박치국,73,0,73,62.1,4,4,2,16,57,21,3.75,3.78,1.27,0.22
2025,두산,이교훈,10,0,10,7.2,1,0,0,0,7,4,1.17,3.72,1.04,0.17
2025,두산,제환유,6,3,3,16.1,0,1,0,0,8,12,4.96,6.7,1.78,0.14
2025,두산,김민규,7,1,6,9.2,1,1,0,0,6,6,4.66,6.91,1.55,0.06
2025,두산,홍민규,20,2,18,33.1,2,1,1,0,17,15,4.59,5.61,1.56,0.03
2025,두산,김한중,2,0,2,2.0,0,0,0,0,0,0,0.0,3.92,0.5,0.02
2025,두산,홍건희,20,0,20,16.0,2,1,0,0,15,15,6.19,6.06,2.06,0.01
2025,두산,최종인,3,0,3,1.2,0,0,0,0,5,3,5.4,2.18,2.4,0.0
2025,두산,김정우,18,0,18,21.0,0,0,1,1,13,9,3.86,4.77,1.67,-0.02
2025,두산,이병헌,22,0,22,13.0,0,0,0,4,9,10,6.23,5.07,1.62,-0.12
2025,두산,최준호,9,3,6,16.0,1,2,0,0,11,9,8.44,7.37,1.69,-0.13
2025,두산,윤태호,10,1,9,17.1,0,1,0,1,16,5,6.75,3.91,1.21,-0.14
2025,두산,김유성,7,4,3,17.1,0,2,0,0,22,14,8.83,6.13,1.79,-0.14
2025,두산,김명신,8,0,8,8.1,0,0,0,0,6,3,5.4,3.65,1.92,-0.2
2025,두산,김호준,19,0,19,10.2,0,1,0,1,7,7,6.75,6.61,1.97,-0.24
2025,두산,최지강,39,0,39,32.2,2,5,0,5,38,13,6.34,3.47,1.65,-0.56
2025,두산,고효준,45,0,45,21.0,2,1,0,9,19,14,6.86,6.06,2.05,-1.17
2020,키움,요키시,27,27,0,159.2,12,7,0,0,115,25,2.14,3.24,1.06,6.02
2020,키움,브리검,21,21,0,107.0,9,5,0,0,105,42,3.62,3.57,1.31,3.23
2020,키움,한현희,25,25,0,135.2,7,9,0,0,109,37,4.98,4.01,1.31,2.48
2020,키움,조상우,53,0,53,54.1,5,3,33,0,64,18,2.15,2.79,1.25,2.42
2020,키움,이승호,24,23,1,118.2,6,6,0,0,73,40,5.08,5.14,1.45,1.91
2020,키움,최원태,21,21,0,110.0,7,6,0,0,67,37,5.07,5.42,1.38,1.44
2020,키움,양현,58,1,57,60.0,8,3,2,11,33,17,3.3,4.45,1.25,1.1
2020,키움,안우진,42,0,42,36.0,2,3,2,13,41,17,3.0,3.6,1.03,1.08
2020,키움,이영준,52,0,52,40.0,2,3,0,25,32,19,4.73,5.11,1.5,0.92
2020,키움,양지율,24,0,24,23.1,0,1,0,1,12,10,3.86,5.7,1.46,0.62
2020,키움,김태훈,53,2,51,64.0,7,0,0,10,40,22,4.22,3.88,1.44,0.47
2020,키움,김선기,25,0,25,22.0,0,0,0,3,11,8,2.05,4.98,1.14,0.45
2020,키움,김상수,60,0,60,51.1,3,3,5,11,48,21,4.73,3.74,1.42,0.35
2020,키움,문성현,10,2,8,15.0,1,1,0,0,13,11,4.2,4.9,1.6,0.3
2020,키움,김재웅,43,7,36,59.2,1,4,0,2,51,23,4.68,4.5,1.46,0.3
2020,키움,임규빈,33,0,33,37.2,2,0,0,2,20,10,4.54,7.13,1.49,0.21
2020,키움,조영건,20,10,10,44.1,3,3,0,0,23,27,5.28,6.94,1.67,0.18
2020,키움,김동혁,8,0,8,8.2,0,1,0,0,6,1,5.19,4.35,1.04,0.11
2020,키움,박주성,3,0,3,2.0,0,0,0,0,1,3,4.5,7.4,2.5,0.06
2020,키움,차재용,1,0,1,1.0,0,0,0,0,0,0,0.0,4.0,0.0,0.04
2020,키움,조성운,42,0,42,45.0,1,1,0,1,29,19,5.4,5.35,1.49,0.03
2020,키움,정대현,1,1,0,2.2,0,0,0,0,3,0,10.13,5.65,1.88,-0.05
2020,키움,오주원,25,0,25,18.1,3,1,0,2,13,0,5.4,6.12,1.2,-0.09
2020,키움,박관진,1,0,1,0.1,0,1,0,0,1,1,27.0,5.8,6.0,-0.11
2020,키움,김정후,4,0,4,3.0,0,0,0,0,3,4,12.0,9.6,3.67,-0.19
2020,키움,신재영,7,0,7,5.0,0,0,0,0,1,4,12.6,10.74,3.4,-0.23
2020,키움,김정인,2,0,2,1.0,0,0,0,0,1,3,54.0,10.8,9.0,-0.24
2020,키움,김성민,25,0,25,23.2,1,0,0,0,21,12,6.46,4.99,1.69,-0.34
2020,키움,박승주,5,0,5,3.2,0,1,0,0,3,5,19.64,6.18,4.09,-0.53
2020,키움,윤정현,15,4,11,27.1,0,1,0,0,11,10,8.89,5.66,2.34,-0.74
2021,키움,요키시,31,31,0,181.1,16,9,0,0,131,46,2.93,3.59,1.2,5.43
2021,키움,안우진,21,21,0,107.2,8,8,0,0,110,41,3.26,4.0,1.2,2.65
2021,키움,한현희,18,15,3,85.2,6,2,0,1,61,30,3.89,3.85,1.35,1.95
2021,키움,브리검,10,10,0,61.0,7,3,0,0,49,26,2.95,4.45,1.23,1.68
2021,키움,김태훈,66,0,66,64.1,4,2,11,15,52,33,3.22,3.47,1.45,1.39
2021,키움,최원태,28,28,0,143.1,9,11,0,0,93,53,4.58,4.38,1.51,1.31
2021,키움,정찬헌,11,11,0,56.1,3,3,0,0,28,15,3.99,3.78,1.4,1.26
2021,키움,김재웅,51,0,51,53.1,0,1,1,11,47,33,3.54,4.6,1.54,0.88
2021,키움,조상우,44,0,44,44.0,6,5,15,5,47,19,3.48,3.59,1.11,0.82
2021,키움,김성민,47,0,47,46.2,2,3,1,11,36,35,3.28,5.52,1.67,0.58
2021,키움,김동혁,40,8,32,82.0,0,5,1,0,30,34,5.05,5.24,1.5,0.51
2021,키움,윤정현,10,0,10,12.1,0,0,0,1,7,5,1.46,3.86,1.3,0.36
2021,키움,김인범,3,0,3,5.1,0,0,0,0,5,1,0.0,2.0,0.75,0.23
2021,키움,김준형,14,0,14,14.1,0,0,0,0,8,7,3.14,6.19,1.53,0.15
2021,키움,박승주,3,0,3,4.1,0,0,0,0,1,3,4.15,5.34,1.38,0.06
2021,키움,스미스,2,2,0,10.0,1,0,0,0,5,5,6.3,5.26,1.4,0.0
2021,키움,문성현,4,0,4,3.1,0,0,0,0,3,6,5.4,7.1,2.7,-0.02
2021,키움,박주성,13,0,13,18.1,0,1,0,0,12,9,4.91,4.64,1.8,-0.03
2021,키움,조영건,1,0,1,1.0,0,0,0,0,3,2,0.0,2.47,3.0,-0.03
2021,키움,김동욱,3,0,3,3.0,0,0,0,0,2,1,9.0,11.07,2.67,-0.03
2021,키움,양현,45,0,45,48.0,1,2,0,5,22,26,4.69,4.98,1.77,-0.11
2021,키움,김정인,11,6,5,31.2,1,2,0,0,21,18,7.11,6.32,1.64,-0.13
2021,키움,김성진,46,0,46,41.2,1,3,0,2,31,23,5.18,4.69,1.51,-0.13
2021,키움,장재영,19,2,17,17.2,0,1,0,0,14,24,9.17,6.52,2.21,-0.16
2021,키움,이종민,2,0,2,2.1,0,0,0,0,3,7,23.14,14.95,4.71,-0.19
2021,키움,임규빈,5,0,5,8.2,0,0,0,0,6,4,10.38,7.59,1.96,-0.25
2021,키움,김선기,21,7,14,48.1,3,2,0,0,25,22,6.52,5.56,1.55,-0.37
2021,키움,박관진,2,0,2,0.2,0,0,0,0,0,3,81.0,22.37,12.0,-0.37
2021,키움,이승호,38,3,35,47.1,1,3,0,5,37,31,5.51,4.78,1.82,-0.43
2021,키움,오주원,22,0,22,19.1,1,1,1,0,11,4,9.31,4.67,2.02,-0.52
2022,키움,안우진,30,30,0,196.0,15,8,0,0,224,55,2.11,2.09,0.95,7.77
2022,키움,요키시,30,30,0,185.1,10,8,0,0,154,33,2.57,2.86,1.09,5.74
2022,키움,김재웅,65,0,65,62.2,3,2,13,27,56,29,2.01,3.84,1.09,2.6
2022,키움,애플러,33,25,8,140.1,6,8,0,0,86,40,4.3,4.37,1.51,2.14
2022,키움,최원태,26,20,6,105.2,7,5,0,0,63,40,3.75,4.18,1.26,1.9
2022,키움,문성현,45,0,45,41.1,0,1,13,9,32,14,3.27,3.84,1.16,0.94
2022,키움,한현희,21,14,7,77.2,6,4,0,0,59,24,4.75,4.54,1.38,0.91
2022,키움,이승호,53,0,53,50.1,3,2,10,10,44,27,3.58,5.1,1.41,0.75
2022,키움,김태훈,43,0,43,43.0,3,2,9,10,34,20,3.14,4.15,1.4,0.42
2022,키움,정찬헌,20,20,0,87.1,5,6,0,0,42,28,5.36,5.56,1.53,0.38
2022,키움,김준형,12,0,12,13.1,0,1,0,0,6,13,2.03,6.15,1.65,0.35
2022,키움,박승주,27,0,27,25.0,1,0,0,0,22,21,4.32,5.99,1.64,0.33
2022,키움,김동혁,24,0,24,26.2,2,1,0,3,18,11,4.73,3.26,1.46,0.17
2022,키움,윤정현,17,2,15,22.2,1,1,0,4,17,12,6.35,5.15,1.72,0.01
2022,키움,이명종,27,0,27,27.1,4,1,0,4,20,16,5.27,5.3,1.61,0.01
2022,키움,김선기,26,2,24,36.2,3,1,1,4,30,19,5.15,3.84,1.58,-0.01
2022,키움,이영준,26,0,26,21.0,2,2,0,4,16,13,4.29,3.95,1.9,-0.07
2022,키움,장재영,14,0,14,14.0,0,0,0,0,19,7,7.71,3.86,2.14,-0.14
2022,키움,주승우,4,1,3,3.1,0,0,0,0,4,7,10.8,10.86,3.6,-0.15
2022,키움,송정인,1,0,1,2.0,0,0,0,0,0,3,22.5,8.43,3.5,-0.2
2022,키움,양현,25,0,25,36.2,3,2,2,5,14,17,5.15,5.48,1.53,-0.25
2022,키움,박주성,11,0,11,13.0,1,1,0,0,8,7,5.54,8.05,1.38,-0.26
2022,키움,노운현,5,0,5,4.0,0,1,0,0,3,3,11.25,5.01,3.25,-0.29
2022,키움,하영민,41,0,41,39.1,5,3,0,2,23,21,3.43,5.19,1.42,-0.77
2022,키움,김성진,23,0,23,21.2,0,2,0,2,16,10,7.89,5.45,1.89,-0.93
2023,키움,안우진,24,24,0,150.2,9,7,0,0,164,38,2.39,2.33,1.06,5.94
2023,키움,후라도,30,30,0,183.2,11,8,0,0,147,41,2.65,3.15,1.12,5.88
2023,키움,최원태,17,17,0,102.1,6,4,0,0,78,29,3.25,3.79,1.16,3.06
2023,키움,김재웅,67,0,67,59.2,2,3,6,18,46,24,4.22,3.52,1.34,1.15
2023,키움,임창민,51,0,51,46.2,2,2,26,1,40,17,2.51,3.6,1.46,1.12
2023,키움,정찬헌,14,14,0,72.0,2,8,0,0,35,13,4.75,3.9,1.17,0.76
2023,키움,김성진,55,0,55,47.0,3,3,0,7,38,25,3.64,4.74,1.47,0.73
2023,키움,요키시,12,12,0,65.2,5,3,0,0,51,14,4.39,3.25,1.46,0.66
2023,키움,장재영,23,17,6,71.2,1,5,0,0,67,66,5.53,5.38,1.8,0.4
2023,키움,조영건,6,0,6,7.2,0,0,0,1,7,2,0.0,2.38,0.91,0.36
2023,키움,윤정현,5,0,5,6.0,0,0,0,0,2,6,1.5,6.12,1.83,0.12
2023,키움,이승호,4,1,3,5.0,0,0,0,1,1,4,5.4,8.21,1.8,0.09
2023,키움,김준형,8,0,8,7.2,0,0,0,0,5,6,7.04,5.86,1.3,0.03
2023,키움,이명종,45,2,43,57.0,5,5,0,1,26,24,5.21,5.38,1.58,0.03
2023,키움,홍성민,2,0,2,2.0,0,0,0,0,1,1,9.0,10.1,3.0,-0.04
2023,키움,양지율,1,0,1,0.2,0,0,0,0,2,3,13.5,10.3,6.0,-0.04
2023,키움,박승주,18,0,18,18.0,0,3,0,0,15,13,3.5,5.67,1.78,-0.09
2023,키움,오상원,11,1,10,15.0,0,0,0,0,7,9,6.6,5.16,1.8,-0.09
2023,키움,문성현,32,0,32,28.1,2,2,0,2,21,20,4.45,5.02,1.62,-0.11
2023,키움,김태훈,8,0,8,7.2,1,0,0,3,4,6,5.87,6.12,1.96,-0.11
2023,키움,주승우,11,2,9,16.0,0,1,0,0,8,21,9.56,7.8,2.56,-0.23
2023,키움,원종현,20,0,20,18.2,1,1,0,6,17,5,5.79,4.32,1.55,-0.26
2023,키움,맥키니,12,12,0,59.1,1,9,0,0,39,36,6.52,6.14,1.63,-0.27
2023,키움,이영준,2,0,2,1.2,0,1,0,0,0,1,21.6,5.71,3.0,-0.28
2023,키움,윤석원,21,0,21,24.0,2,0,0,2,8,8,4.5,4.91,1.54,-0.28
2023,키움,이종민,11,2,9,13.2,0,1,0,0,10,6,7.24,3.61,2.05,-0.3
2023,키움,김동규,3,1,2,4.0,0,1,0,0,1,9,22.5,13.95,3.75,-0.45
2023,키움,김동혁,35,2,33,39.1,1,7,0,6,24,18,7.32,4.52,1.75,-0.55
2023,키움,변시원,4,0,4,2.1,0,0,0,0,2,4,42.43,14.78,4.29,-0.57
2023,키움,하영민,57,0,57,52.1,3,1,0,5,51,25,4.64,3.86,1.76,-0.76
2023,키움,양현,54,0,54,57.0,0,5,0,8,16,21,5.05,5.28,1.82,-0.8
2023,키움,김선기,17,7,10,43.2,1,3,1,0,29,15,5.98,3.87,1.63,-0.83
2024,키움,후라도,30,30,0,190.1,10,8,0,0,169,32,3.36,3.89,1.14,5.8
2024,키움,헤이수스,30,30,0,171.1,13,11,0,0,178,44,3.68,4.18,1.25,4.39
2024,키움,하영민,28,28,0,150.1,9,8,0,0,101,58,4.37,4.53,1.5,2.73
2024,키움,주승우,55,0,55,51.2,4,6,14,5,43,18,4.35,4.25,1.32,0.81
2024,키움,조상우,44,0,44,39.2,0,1,6,9,36,20,3.18,4.1,1.51,0.73
2024,키움,김인범,19,14,5,63.1,2,7,0,0,27,31,5.4,6.83,1.67,0.62
2024,키움,김성민,46,0,46,45.2,3,4,0,14,34,17,4.34,4.93,1.36,0.51
2024,키움,김재웅,26,0,26,23.2,0,2,0,7,19,12,3.42,4.99,1.52,0.45
2024,키움,김윤하,19,12,7,79.0,1,6,0,2,43,35,6.04,5.35,1.62,0.34
2024,키움,김선기,42,6,36,76.1,6,4,0,0,43,30,5.54,6.36,1.59,0.15
2024,키움,김동욱,37,0,37,36.0,2,1,0,3,18,6,5.0,5.01,1.08,0.12
2024,키움,양지율,21,0,21,18.2,0,2,0,3,7,13,6.27,6.5,1.55,0.11
2024,키움,원종현,4,0,4,3.2,0,0,0,0,4,3,4.91,4.12,1.91,0.08
2024,키움,박승주,15,0,15,17.1,0,1,0,0,13,9,6.75,5.58,1.44,0.06
2024,키움,박윤성,17,0,17,18.2,0,0,0,1,14,9,5.79,7.09,1.23,0.05
2024,키움,정찬헌,4,4,0,16.0,0,2,0,0,5,3,7.88,6.48,1.81,0.01
2024,키움,윤정현,2,0,2,3.0,0,0,0,0,1,2,9.0,5.53,2.0,-0.03
2024,키움,김동규,2,0,2,0.1,0,0,0,0,0,2,54.0,23.43,9.0,-0.07
2024,키움,손현기,6,2,4,14.1,0,1,0,0,9,8,7.53,6.78,1.74,-0.13
2024,키움,문성현,42,0,42,38.1,1,2,3,2,31,25,6.57,5.4,2.06,-0.16
2024,키움,김연주,34,0,34,31.1,1,1,0,1,18,17,6.61,6.84,1.63,-0.17
2024,키움,이종민,12,9,3,43.2,1,8,0,0,21,22,7.63,7.31,1.79,-0.18
2024,키움,박범준,5,0,5,5.1,0,1,0,0,8,4,13.5,5.71,2.06,-0.19
2024,키움,이명종,10,0,10,11.0,0,1,0,0,4,5,8.18,8.81,2.27,-0.31
2024,키움,전준표,18,5,13,27.2,2,4,0,0,18,20,6.83,7.22,1.99,-0.38
2024,키움,오석주,17,0,17,17.0,1,1,0,0,16,11,11.12,4.51,2.29,-0.51
2024,키움,조영건,25,3,22,39.1,2,1,0,1,31,24,8.01,6.11,1.91,-0.6
2024,키움,윤석원,11,1,10,17.1,0,1,0,0,1,7,11.42,7.81,2.19,-0.65
2024,키움,김동혁,17,0,17,22.1,0,2,0,0,9,10,6.85,8.67,1.66,-0.73
2025,키움,알칸타라,19,19,0,121.0,8,4,0,0,92,10,3.27,3.47,1.12,3.0
2025,키움,로젠버그,13,13,0,75.1,4,4,0,0,80,25,3.23,3.29,1.17,1.79
2025,키움,하영민,28,28,0,153.1,7,14,0,0,134,41,4.99,3.79,1.37,1.41
2025,키움,주승우,42,0,42,44.0,2,2,16,5,35,17,2.45,5.21,1.18,1.35
2025,키움,오석주,53,0,53,58.1,2,1,0,7,44,29,3.7,4.82,1.39,0.85
2025,키움,메르세데스,8,8,0,46.1,3,3,0,0,41,9,4.47,3.61,1.36,0.67
2025,키움,웰스,4,4,0,20.0,1,1,0,0,16,6,3.15,3.04,1.2,0.38
2025,키움,윤석원,37,0,37,37.1,1,1,0,8,27,12,5.54,4.18,1.42,-0.15
2025,키움,손힘찬,4,0,4,4.0,0,0,0,0,4,4,11.25,5.42,2.25,-0.16
2025,키움,김동규,9,0,9,8.0,0,0,0,0,10,11,6.75,8.17,3.0,-0.22
2025,키움,김성민,29,0,29,25.0,0,3,0,1,18,13,4.68,4.77,1.52,-0.25
2025,키움,정현우,18,18,0,81.1,3,7,0,0,55,48,5.86,5.52,1.72,-0.26
2025,키움,정세영,4,1,3,2.2,0,1,0,0,2,4,16.88,6.84,4.88,-0.28
2025,키움,김선기,44,8,36,78.0,1,7,0,2,43,47,5.65,5.79,1.83,-0.29
2025,키움,손현기,2,0,2,3.0,0,0,0,0,1,6,15.0,14.52,3.33,-0.3
2025,키움,이강준,29,0,29,24.2,0,3,0,2,26,17,6.57,5.2,1.86,-0.33
2025,키움,박정훈,16,3,13,23.0,0,1,1,0,7,20,7.43,7.01,1.91,-0.42
2025,키움,김서준,4,0,4,5.1,0,0,0,0,4,5,20.25,9.51,3.56,-0.46
2025,키움,박주성,18,6,12,52.0,2,3,0,1,26,16,6.58,5.9,1.52,-0.51
2025,키움,조영건,51,6,45,77.2,5,5,8,7,47,38,5.68,5.97,1.57,-0.51
2025,키움,김연주,20,8,12,51.2,1,3,0,0,28,25,6.62,6.73,1.78,-0.52
2025,키움,임진묵,4,0,4,3.2,0,0,0,0,3,5,24.55,7.11,4.09,-0.55
2025,키움,양지율,18,0,18,14.0,0,2,0,1,10,7,8.36,6.97,1.79,-0.72
2025,키움,박윤성,54,0,54,51.2,0,5,1,6,40,19,4.53,5.29,1.43,-0.73
2025,키움,김윤하,19,18,1,88.0,0,12,0,0,52,44,6.14,6.31,1.78,-0.84
2025,키움,이준우,31,0,31,23.0,1,4,0,3,22,12,8.61,5.92,2.13,-1.14
2025,키움,전준표,21,1,20,20.1,2,2,0,1,15,19,8.85,6.55,2.56,-1.18
2025,키움,윤현,17,3,14,22.0,2,1,0,0,15,23,8.59,7.37,2.45,-1.49
2025,키움,원종현,61,0,61,54.1,2,4,5,11,40,18,6.13,4.29,1.58,-1.66
