Year,Team,Name,G,GS,GR,IP,W,L,S,HD,SO,BB,ERA,FIP,WHIP,WAR
2023,삼성,양창섭,15,4,11,28.2,0,3,0,2,12,16,9.1,7.55,2.13,-0.46
2023,삼성,김태훈,63,0,63,55.2,5,7,3,8,36,37,7.28,5.9,1.83,-0.67
2023,삼성,최하늘,3,2,1,6.1,0,2,0,0,3,5,19.89,9.85,3.0,-0.81
2024,삼성,코너,28,28,0,160.0,11,6,0,0,158,40,3.43,4.5,1.09,5.27
2024,삼성,원태인,28,28,0,159.2,15,6,0,0,119,42,3.66,4.62,1.2,5.22
2024,삼성,레예스,26,26,0,144.0,11,4,0,0,114,30,3.81,4.31,1.31,4.47
2024,삼성,이승현,17,17,0,87.1,6,4,0,0,68,37,4.23,5.09,1.43,2.37
2024,삼성,임창민,60,0,60,54.1,2,1,1,28,50,30,3.98,4.57,1.66,1.75
2024,삼성,최지광,35,0,35,36.1,3,2,0,7,38,21,2.23,4.06,1.18,1.47
2024,삼성,김재윤,65,0,65,66.0,4,8,11,25,51,25,4.09,5.76,1.26,1.21
2024,삼성,김태훈,56,0,56,52.1,3,2,0,23,37,19,3.96,5.23,1.3,1.14
2024,삼성,황동재,15,6,9,42.0,1,2,0,0,30,18,4.07,4.69,1.33,1.03
2024,삼성,이승현,60,0,60,60.1,6,2,1,9,51,23,4.48,4.68,1.51,0.98
2024,삼성,백정현,17,15,2,78.2,6,5,0,0,56,27,5.95,5.52,1.67,0.85
2024,삼성,이상민,37,0,37,30.0,2,1,1,8,12,6,3.9,5.09,1.23,0.83
2024,삼성,송은범,9,0,9,8.1,0,0,0,2,2,1,1.08,4.02,1.08,0.34
2024,삼성,김대우,32,1,31,34.1,0,0,0,5,23,9,5.5,4.88,1.49,0.23
2024,삼성,최하늘,27,0,27,32.0,1,1,0,1,18,16,5.34,5.57,1.31,0.23
2024,삼성,육선엽,11,1,10,17.0,0,0,0,0,11,17,5.29,8.29,2.12,0.1
2024,삼성,홍원표,4,0,4,6.1,0,0,0,0,5,6,4.26,7.17,1.58,0.07
2024,삼성,최성훈,28,0,28,13.0,0,1,0,3,10,9,6.92,5.44,1.77,0.05
2024,삼성,양현,18,0,18,13.0,0,1,0,2,10,5,7.62,7.45,2.0,-0.01
2024,삼성,오승환,58,0,58,55.0,3,9,27,2,42,18,4.91,5.38,1.69,-0.02
2024,삼성,최채흥,14,1,13,20.0,0,0,0,1,14,12,6.3,6.78,1.8,-0.07
2024,삼성,이호성,16,12,4,45.0,2,4,0,0,28,26,7.4,7.05,2.04,-0.11
2024,삼성,장필준,1,0,1,0.1,0,0,0,0,0,0,99.99,4.23,15.0,-0.15
2024,삼성,홍정우,1,0,1,1.0,0,0,0,0,1,1,45.0,16.83,6.0,-0.17
2024,삼성,김대호,1,1,0,4.0,0,1,0,0,1,2,11.25,8.18,2.25,-0.17
2024,삼성,김무신,4,0,4,5.1,0,0,0,0,2,7,10.13,7.49,2.44,-0.24
2024,삼성,이승민,25,8,17,47.1,1,4,0,0,23,26,8.56,8.5,2.05,-0.38
2024,삼성,이재익,9,0,9,9.2,1,0,0,0,6,4,17.69,6.47,3.41,-0.73
2025,삼성,후라도,30,30,0,197.1,15,8,0,0,142,36,2.6,3.79,1.08,7.57
2025,삼성,원태인,27,27,0,166.2,12,4,0,0,108,27,3.24,4.36,1.1,4.91
2025,삼성,가라비토,15,15,0,78.1,4,4,0,0,84,37,2.64,3.91,1.19,2.54
2025,삼성,최원태,27,24,3,124.1,8,7,0,0,109,51,4.92,4.59,1.44,1.73
2025,삼성,이승현,25,23,2,101.1,4,9,0,0,74,46,5.42,5.0,1.65,1.39
2025,삼성,백정현,29,1,28,32.1,2,0,1,3,31,7,1.95,2.78,0.8,1.3
2025,삼성,김태훈,73,0,73,66.1,2,6,2,19,74,26,4.48,3.87,1.39,1.27
2025,삼성,레예스,10,10,0,50.0,4,3,0,0,35,12,4.14,4.32,1.26,1.06
2025,삼성,양창섭,33,6,27,63.0,3,3,0,2,45,19,3.43,4.12,1.37,1.04
2025,삼성,배찬승,65,0,65,50.2,2,3,0,19,57,34,3.91,4.02,1.66,0.59
2025,삼성,김재윤,63,0,63,57.2,4,7,13,3,43,13,4.99,4.84,1.21,0.47
2025,삼성,이승민,62,1,61,64.1,3,2,0,8,53,26,3.78,4.18,1.35,0.36
2025,삼성,이재익,7,0,7,7.1,1,0,0,0,6,2,1.23,2.75,1.36,0.33
2025,삼성,이재희,11,0,11,9.0,0,2,0,4,9,5,3.0,3.2,1.33,0.32
2025,삼성,김대호,11,4,7,21.0,0,1,0,0,19,15,5.14,5.79,1.9,0.2
2025,삼성,양현,4,0,4,3.1,0,0,0,0,1,3,0.0,6.05,1.5,0.13
2025,삼성,황동재,15,1,14,20.2,0,1,0,0,22,14,6.97,4.31,1.98,0.1
2025,삼성,송은범,5,0,5,6.0,0,0,0,0,2,3,4.5,4.69,2.0,0.09
2025,삼성,이상민,1,0,1,1.0,0,0,0,0,1,0,0.0,1.42,2.0,0.04
2025,삼성,최성훈,2,0,2,1.0,0,0,0,0,1,1,9.0,4.62,2.0,0.03
2025,삼성,육선엽,27,1,26,28.2,0,1,0,1,19,24,5.34,6.6,1.64,0.0
2025,삼성,김대우,2,0,2,0.2,0,0,0,1,0,0,0.0,3.92,1.5,-0.02
2025,삼성,이호성,58,0,58,55.1,7,4,9,3,69,29,6.34,4.1,1.5,-0.03
2025,삼성,홍원표,2,0,2,2.0,0,1,0,0,1,2,4.5,5.87,2.5,-0.06
2025,삼성,임창민,16,0,16,13.0,1,0,0,2,6,7,4.85,9.06,1.85,-0.07
2025,삼성,오승환,12,0,12,9.0,0,0,0,0,7,3,8.0,4.36,2.0,-0.13
2025,삼성,정민성,1,1,0,1.0,0,1,0,0,0,0,36.0,10.32,3.0,-0.17
2025,삼성,최충연,4,0,4,1.2,0,0,0,0,1,2,37.8,15.32,5.4,-0.3
2025,삼성,이승현,42,0,42,35.2,2,1,0,11,29,11,6.31,5.88,1.51,-0.46
2020,NC,루친스키,30,30,0,183.0,19,5,0,0,167,57,3.05,3.78,1.26,6.97
2020,NC,구창모,15,14,1,93.1,9,0,0,1,102,18,1.74,2.75,0.81,4.9
2020,NC,라이트,29,29,0,157.2,11,9,0,0,125,63,4.68,4.35,1.44,3.4
2020,NC,송명기,36,12,24,87.2,9,3,0,0,72,39,3.7,4.99,1.33,2.36
2020,NC,임정호,69,0,69,41.0,2,2,0,22,38,20,4.61,4.59,1.27,1.31
2020,NC,김진성,48,0,48,47.1,3,0,0,6,56,10,2.66,2.7,1.08,1.21
2020,NC,홍성민,30,0,30,26.0,1,0,0,8,14,6,1.04,4.4,1.0,1.17
2020,NC,김건태,33,0,33,35.0,1,1,0,4,37,25,4.89,5.1,1.54,0.8
2020,NC,이재학,19,19,0,90.2,5,6,0,0,61,43,6.55,5.79,1.63,0.78
2020,NC,원종현,58,0,58,57.0,3,5,30,0,41,20,4.26,4.17,1.33,0.71
2020,NC,신민혁,17,7,10,42.0,2,3,0,0,26,13,5.79,6.46,1.67,0.52
2020,NC,박정수,15,3,12,25.2,1,1,0,1,24,20,4.91,6.07,1.56,0.31
2020,NC,최성영,14,13,1,60.2,2,4,0,0,27,35,6.08,7.37,1.68,0.27
2020,NC,문경찬,31,0,31,28.0,0,3,0,11,18,9,4.82,5.51,1.11,0.25
2020,NC,김영규,20,13,7,67.2,2,2,0,1,55,14,5.45,4.81,1.43,0.25
2020,NC,배재환,53,0,53,43.0,1,3,0,12,33,35,3.98,6.28,1.7,0.24
2020,NC,소이현,13,0,13,12.1,0,0,0,0,8,14,6.57,7.11,1.78,0.11
2020,NC,손정욱,16,0,16,12.0,0,0,0,0,5,5,5.25,5.5,1.75,0.09
2020,NC,김태경,1,0,1,1.0,0,0,0,0,1,1,0.0,4.6,1.0,0.06
2020,NC,안인산,1,0,1,1.0,0,0,0,0,0,0,0.0,4.0,0.0,0.05
2020,NC,이호중,4,0,4,4.1,0,0,0,0,3,2,6.23,7.16,2.08,0.04
2020,NC,류진욱,3,0,3,3.0,0,0,0,0,3,1,6.0,6.5,1.67,0.03
2020,NC,박진우,43,1,42,43.0,2,2,0,7,22,13,5.23,4.57,1.4,0.03
2020,NC,강윤구,30,0,30,21.0,1,1,0,3,15,11,6.86,5.53,2.0,0.02
2020,NC,배민서,13,0,13,13.1,0,0,0,0,9,7,7.43,7.51,1.8,-0.01
2020,NC,임형원,1,0,1,0.0,0,0,0,0,0,0,99.99,4.0,99.99,-0.01
2020,NC,강동연,22,0,22,24.0,1,2,0,1,17,11,6.0,5.26,1.58,-0.02
2020,NC,김태현,2,0,2,1.1,0,0,0,0,1,4,6.75,11.42,4.5,-0.02
2020,NC,이승헌,3,0,3,2.0,0,0,0,0,2,1,9.0,10.55,2.0,-0.02
2020,NC,김진호,3,3,0,10.1,0,1,0,0,7,8,8.71,10.76,2.13,-0.06
2020,NC,임창민,44,0,44,37.2,7,2,0,11,44,23,5.26,4.31,1.65,-0.13
2020,NC,장현식,9,0,9,9.2,1,0,0,0,4,6,9.31,6.44,1.86,-0.23
2020,NC,홍성무,11,0,11,15.0,0,0,1,0,12,13,12.6,7.27,2.27,-0.44
2021,NC,루친스키,30,30,0,178.2,15,10,0,0,177,55,3.17,3.22,1.2,4.96
2021,NC,파슨스,24,24,0,133.0,4,8,0,0,148,63,3.72,3.51,1.29,3.81
2021,NC,신민혁,30,25,5,145.0,9,6,0,0,107,44,4.41,4.36,1.37,2.8
2021,NC,이재학,17,17,0,83.0,6,6,0,0,65,52,5.2,5.84,1.52,1.39
2021,NC,이용찬,39,0,39,37.0,1,3,16,3,35,11,2.19,2.97,1.03,1.26
2021,NC,홍성민,53,0,53,41.1,3,4,0,14,26,12,3.92,4.03,1.57,1.05
2021,NC,송명기,24,24,0,123.1,8,9,0,0,102,58,5.91,4.52,1.66,1.01
2021,NC,류진욱,44,0,44,43.1,1,0,1,7,31,22,2.08,4.1,1.43,0.85
2021,NC,임정호,60,0,60,34.2,0,4,0,12,24,25,4.15,5.23,1.79,0.65
2021,NC,김영규,37,8,29,63.2,5,3,0,6,42,28,5.37,5.4,1.52,0.5
2021,NC,박정수,3,3,0,16.0,3,0,0,0,11,8,3.94,5.28,1.5,0.43
2021,NC,문경찬,35,0,35,31.0,0,1,0,4,25,20,4.94,6.05,1.45,0.38
2021,NC,임창민,46,0,46,40.1,0,3,0,17,29,20,3.79,4.33,1.36,0.35
2021,NC,박진우,9,0,9,11.0,0,0,0,1,12,5,1.64,2.73,1.0,0.34
2021,NC,김태경,7,3,4,15.0,0,0,0,0,10,9,4.8,4.96,1.33,0.27
2021,NC,배민서,32,2,30,40.0,1,0,0,0,23,17,4.95,4.85,1.7,0.17
2021,NC,강태경,3,3,0,12.2,0,1,0,0,10,10,5.68,6.61,1.82,0.11
2021,NC,노시훈,5,0,5,4.2,0,0,0,0,2,4,3.86,7.9,1.71,0.11
2021,NC,이우석,10,0,10,9.2,1,0,0,0,8,7,5.59,6.14,2.07,0.08
2021,NC,원종현,61,0,61,53.0,2,2,14,6,45,23,4.25,4.17,1.7,0.02
2021,NC,최금강,20,0,20,28.0,2,1,1,0,25,17,4.5,5.34,1.64,0.02
2021,NC,이승헌,5,0,5,5.1,0,0,0,0,7,1,6.75,1.07,1.88,-0.01
2021,NC,안인산,7,0,7,6.2,0,0,0,0,9,7,5.4,5.04,1.5,-0.06
2021,NC,이용준,2,0,2,1.2,0,0,0,0,1,4,21.6,9.71,4.2,-0.1
2021,NC,김건태,6,0,6,6.2,0,0,0,0,5,7,5.4,6.93,1.35,-0.12
2021,NC,김진호,1,1,0,1.0,0,1,0,0,1,3,27.0,10.57,5.0,-0.13
2021,NC,강윤구,1,1,0,2.0,0,0,0,0,3,2,18.0,9.07,3.5,-0.14
2021,NC,소이현,10,0,10,10.2,0,0,0,0,10,12,6.75,6.03,2.34,-0.19
2021,NC,김태현,6,0,6,5.1,0,0,0,0,3,7,11.81,8.75,2.25,-0.26
2021,NC,강동연,12,3,9,23.0,3,2,0,1,14,14,7.83,6.2,1.7,-0.33
2021,NC,손정욱,15,0,15,12.1,1,0,0,0,8,7,6.57,4.87,1.95,-0.36
2021,NC,김진성,42,0,42,37.2,2,4,1,9,37,18,7.17,5.0,1.62,-0.98
2022,NC,루친스키,31,31,0,193.2,10,12,0,0,194,34,2.97,2.8,1.13,4.99
2022,NC,구창모,19,19,0,111.2,11,5,0,0,108,29,2.1,3.03,1.08,4.3
2022,NC,이용찬,59,0,59,60.2,3,3,22,0,61,13,2.08,2.68,1.14,2.15
2022,NC,김시훈,59,7,52,83.1,4,5,0,11,79,43,3.24,4.16,1.42,1.96
2022,NC,신민혁,26,23,3,118.1,4,9,0,0,105,31,4.56,4.12,1.34,1.6
2022,NC,김태경,16,7,9,44.1,3,2,0,1,31,21,3.25,4.93,1.29,1.31
2022,NC,김영규,72,0,72,66.0,2,7,1,13,46,22,3.41,4.16,1.18,1.23
2022,NC,송명기,25,22,3,107.2,5,7,0,0,106,54,4.51,4.75,1.58,0.94
2022,NC,원종현,68,0,68,63.1,5,0,1,13,50,17,2.98,3.63,1.14,0.93
2022,NC,파슨스,8,8,0,43.0,1,2,0,0,43,21,3.56,3.98,1.28,0.89
2022,NC,이재학,26,17,9,91.0,3,8,0,0,72,54,4.75,4.57,1.42,0.82
2022,NC,임정호,33,0,33,25.0,1,2,0,6,30,7,3.24,2.38,1.12,0.27
2022,NC,하준영,47,0,47,39.0,3,0,0,4,44,14,4.62,3.23,1.08,0.13
2022,NC,더모디,8,8,0,39.2,3,5,0,0,37,13,4.54,3.92,1.39,0.13
2022,NC,전사민,7,0,7,8.1,0,0,0,0,2,6,3.24,6.84,1.32,0.1
2022,NC,박동수,10,0,10,14.2,0,0,0,0,15,21,5.52,5.88,2.18,0.03
2022,NC,한재승,12,0,12,10.2,0,0,0,2,11,10,2.53,4.4,2.16,0.02
2022,NC,하준수,2,0,2,3.0,0,0,0,0,1,3,6.0,6.05,2.0,0.01
2022,NC,이우석,3,0,3,1.2,0,1,0,0,1,3,21.6,11.58,2.4,-0.05
2022,NC,정구범,2,0,2,1.1,0,0,0,0,2,1,13.5,11.28,1.5,-0.06
2022,NC,조민석,18,0,18,16.0,0,1,0,0,14,12,4.5,5.8,1.81,-0.09
2022,NC,류진욱,51,0,51,46.1,4,2,0,4,37,31,4.86,4.64,1.71,-0.14
2022,NC,심창민,11,0,11,6.1,1,2,0,0,6,7,14.21,6.31,2.53,-0.19
2022,NC,강동연,6,0,6,8.2,0,0,0,0,3,3,10.38,7.1,2.19,-0.22
2022,NC,김진호,36,0,36,42.2,4,0,1,0,35,20,6.12,5.21,1.71,-0.46
2022,NC,김건태,16,0,16,18.1,0,0,0,0,16,12,4.42,4.93,1.85,-0.47
2022,NC,이용준,10,2,8,22.0,0,1,0,0,19,13,8.59,6.04,2.09,-0.61
2023,NC,페디,30,30,0,180.1,20,6,0,0,209,35,2.0,2.22,0.95,7.63
2023,NC,류진욱,70,0,70,67.0,1,4,0,22,62,32,2.15,3.24,1.09,2.43
2023,NC,신민혁,29,24,5,122.0,5,5,0,0,97,25,3.98,4.01,1.2,1.93
2023,NC,태너,11,11,0,64.2,5,2,0,0,47,13,2.92,3.81,1.1,1.81
2023,NC,구창모,11,9,2,51.2,1,3,0,0,56,16,2.96,3.02,1.05,1.66
2023,NC,김영규,63,0,63,61.2,2,4,0,24,48,23,3.06,3.5,1.1,1.22
2023,NC,이재학,15,13,2,67.1,5,5,0,0,43,33,4.54,5.06,1.31,1.06
2023,NC,이용찬,60,0,60,61.0,4,4,29,0,51,19,4.13,3.8,1.18,1.03
2023,NC,최성영,18,13,5,66.2,5,4,0,0,38,32,4.86,5.22,1.64,0.89
2023,NC,송명기,35,17,18,104.1,4,9,0,0,65,47,4.83,5.38,1.47,0.84
2023,NC,와이드너,11,11,0,61.2,4,2,0,0,57,23,4.52,3.62,1.2,0.75
2023,NC,이용준,24,12,12,67.0,3,4,0,0,50,44,4.3,5.0,1.55,0.55
2023,NC,김진호,19,0,19,16.1,2,1,0,9,22,10,2.76,2.57,1.53,0.46
2023,NC,임정호,65,0,65,50.0,4,4,0,15,49,17,4.68,3.42,1.36,0.32
2023,NC,하준영,57,0,57,49.0,1,0,0,2,49,19,4.59,3.65,1.45,0.32
2023,NC,조민석,35,0,35,31.0,1,0,0,4,28,14,4.06,4.06,1.52,0.27
2023,NC,심창민,5,0,5,3.1,0,1,0,0,5,5,2.7,5.68,2.1,0.07
2023,NC,김태현,16,0,16,20.1,1,0,0,0,14,13,4.43,6.6,1.48,0.06
2023,NC,전사민,9,0,9,17.0,0,2,1,0,6,14,4.76,6.58,1.82,0.06
2023,NC,김시훈,61,0,61,52.2,4,3,3,12,49,34,4.44,4.26,1.73,0.04
2023,NC,하준수,1,0,1,1.0,0,0,0,0,1,2,0.0,7.55,2.0,0.04
2023,NC,이우석,1,0,1,0.2,0,0,0,0,0,1,0.0,8.5,1.5,0.02
2023,NC,한재승,11,0,11,9.2,0,1,0,0,10,5,4.66,5.33,1.45,-0.02
2023,NC,이준호,17,2,15,31.2,3,2,0,0,19,15,4.83,5.34,1.48,-0.03
2023,NC,임지민,2,0,2,1.1,0,0,0,0,3,4,13.5,7.52,4.5,-0.04
2023,NC,채원후,2,0,2,2.2,0,0,0,0,2,4,10.13,6.62,3.0,-0.05
2023,NC,정구범,4,2,2,12.2,0,1,0,0,6,12,7.82,8.42,2.21,-0.11
2023,NC,배민서,6,0,6,6.2,0,0,0,0,4,2,6.75,3.74,1.8,-0.26
2024,NC,하트,26,26,0,157.0,13,3,0,0,182,38,2.69,3.17,1.03,6.15
2024,NC,신민혁,25,24,1,121.0,8,9,0,0,74,16,4.31,5.28,1.29,2.68
2024,NC,김재열,69,0,69,68.2,1,5,2,12,67,29,2.49,3.79,1.27,2.12
2024,NC,김시훈,39,18,21,107.1,3,4,0,5,74,59,4.53,5.13,1.57,1.92
2024,NC,카스타노,19,19,0,111.2,8,6,0,0,89,25,4.35,4.33,1.27,1.89
2024,NC,김영규,42,0,42,45.2,4,2,1,14,48,14,3.15,3.44,1.18,1.54
2024,NC,이재학,21,21,0,104.1,3,12,0,0,97,42,5.52,5.26,1.44,1.14
2024,NC,한재승,51,0,51,45.1,1,2,0,6,44,27,3.97,4.45,1.41,0.73
2024,NC,임정호,65,0,65,55.0,1,6,2,9,46,25,4.42,4.3,1.44,0.68
2024,NC,요키시,8,8,0,39.1,3,4,0,0,32,20,5.72,5.5,1.81,0.13
2024,NC,최우석,9,0,9,8.2,0,0,0,0,8,6,3.12,6.89,1.5,0.13
2024,NC,이용준,9,9,0,33.2,2,3,0,0,26,14,6.68,5.49,1.66,0.05
2024,NC,박주현,3,0,3,3.0,0,0,0,0,4,1,6.0,5.93,1.33,0.03
2024,NC,김진호,2,0,2,2.1,0,0,0,0,3,2,7.71,3.76,2.14,-0.01
2024,NC,손주환,4,1,3,3.2,0,1,0,0,4,2,9.82,4.12,1.09,-0.03
2024,NC,송명기,33,0,33,38.1,2,1,0,4,31,17,5.87,5.04,1.49,-0.05
2024,NC,채원후,3,0,3,3.0,0,0,0,0,2,3,12.0,5.76,3.0,-0.06
2024,NC,김민규,7,0,7,6.1,0,0,0,0,2,3,5.68,4.96,1.74,-0.08
2024,NC,서의태,11,0,11,7.2,1,0,0,0,7,8,9.39,6.84,1.7,-0.09
2024,NC,배재환,20,0,20,19.2,0,1,0,0,13,15,7.32,8.05,1.78,-0.1
2024,NC,임상현,12,7,5,40.1,1,5,0,0,21,23,6.47,6.39,1.71,-0.1
2024,NC,류진욱,50,0,50,42.1,2,1,0,10,37,19,5.74,4.76,1.68,-0.11
2024,NC,최성영,24,4,20,46.2,2,0,1,1,29,17,5.79,5.37,1.76,-0.14
2024,NC,신영우,4,2,2,9.1,0,1,0,0,6,15,10.61,8.45,2.57,-0.14
2024,NC,소이현,4,0,4,3.1,0,0,0,0,1,1,13.5,5.4,2.1,-0.15
2024,NC,김태현,11,0,11,10.0,0,0,0,0,3,7,7.2,9.29,2.1,-0.21
2024,NC,목지훈,3,3,0,9.0,0,1,0,0,3,10,12.0,8.99,2.78,-0.27
2024,NC,전루건,6,0,6,5.2,0,0,0,0,0,9,22.24,11.57,4.24,-0.43
2024,NC,전사민,17,0,17,23.2,0,0,0,0,17,17,9.51,6.65,2.37,-0.47
2024,NC,이준호,38,2,36,49.1,3,5,0,2,42,26,7.48,5.67,1.97,-0.68
2024,NC,이용찬,57,0,57,54.1,3,9,16,2,49,21,6.13,4.65,1.9,-1.23
2025,NC,라일리,30,30,0,172.0,17,7,0,0,216,56,3.45,3.12,1.12,4.34
2025,NC,로건,32,31,1,173.0,7,12,0,0,149,67,4.53,4.39,1.43,2.41
2025,NC,신민혁,28,28,0,132.0,6,3,0,0,84,26,4.77,5.18,1.32,1.93
2025,NC,류진욱,62,0,62,66.0,4,3,29,0,57,28,3.27,4.44,1.18,1.74
2025,NC,김진호,76,0,76,72.1,4,3,6,20,70,45,3.36,4.67,1.35,1.38
2025,NC,김영규,45,0,45,44.0,4,3,0,21,35,18,2.86,4.05,1.32,1.21
2025,NC,배재환,70,0,70,60.1,2,4,2,24,51,37,4.48,4.84,1.41,0.89
2025,NC,전사민,74,0,74,82.1,7,7,2,13,62,33,4.26,4.02,1.45,0.83
2025,NC,구창모,4,3,1,14.1,1,0,0,0,18,3,2.51,2.28,1.19,0.67
2025,NC,손주환,52,0,52,51.2,6,1,0,7,37,19,4.35,4.52,1.39,0.67
2025,NC,한재승,18,0,18,18.0,0,0,0,0,18,19,3.0,5.46,2.11,0.36
2025,NC,김녹원,21,16,5,70.0,3,4,0,1,37,47,6.56,6.58,1.74,0.32
2025,NC,목지훈,16,15,1,58.0,3,5,0,0,45,42,6.05,5.75,1.9,0.2
2025,NC,소이현,7,0,7,8.0,0,0,0,0,3,7,5.63,6.18,1.5,0.12
2025,NC,임지민,7,0,7,4.2,0,1,0,1,7,5,3.86,3.6,1.29,0.08
2025,NC,조민석,6,2,4,13.0,0,1,0,0,4,11,6.92,9.1,1.77,0.02
2025,NC,임상현,1,0,1,1.0,0,0,0,0,0,3,18.0,13.52,5.0,-0.05
2025,NC,김민규,7,0,7,4.2,0,0,0,1,2,4,7.71,4.9,1.93,-0.07
2025,NC,김태현,5,0,5,3.0,0,0,0,1,2,3,12.0,15.52,2.67,-0.08
2025,NC,하준영,10,0,10,5.1,1,1,0,1,5,7,6.75,5.17,3.19,-0.15
2025,NC,신영우,8,3,5,14.1,1,3,0,0,19,16,7.53,6.51,1.67,-0.2
2025,NC,김태훈,18,0,18,19.0,0,0,0,0,9,16,5.21,8.1,1.74,-0.27
2025,NC,최우석,12,0,12,14.1,0,0,0,0,15,9,8.16,4.14,2.23,-0.34
2025,NC,김시훈,15,0,15,16.0,0,0,0,1,11,6,8.44,6.17,1.75,-0.37
2025,NC,이용찬,12,3,9,15.1,1,2,0,1,14,12,10.57,5.75,2.28,-0.44
2025,NC,이준혁,25,3,22,37.0,1,3,0,0,30,20,7.3,6.54,1.7,-0.5
2025,NC,최성영,35,6,29,47.2,2,2,0,4,33,28,6.23,5.7,1.89,-0.54
2025,NC,김재열,22,0,22,21.2,0,1,0,2,16,16,6.23,7.33,2.22,-0.73
2025,NC,김태경,6,4,2,11.0,0,0,0,1,10,9,10.64,8.88,2.45,-0.83
2025,NC,임정호,31,0,31,18.2,1,1,0,4,15,9,4.82,5.88,1.45,-0.87
2020,KT,데스파이네,35,34,1,207.2,15,8,0,0,152,68,4.33,4.33,1.45,4.88
2020,KT,쿠에바스,27,27,0,158.0,10,8,0,0,110,46,4.1,4.54,1.25,3.82
2020,KT,배제성,26,26,0,141.1,10,7,0,0,83,76,3.95,5.29,1.46,3.76
2020,KT,소형준,26,24,2,133.0,13,6,0,0,92,45,3.86,3.99,1.4,3.56
2020,KT,주권,77,0,77,70.0,6,2,0,31,37,32,2.7,5.11,1.23,2.14
2020,KT,조현우,54,0,54,46.2,5,1,1,9,33,22,3.09,4.01,1.29,1.87
2020,KT,김재윤,56,0,56,60.2,5,3,21,1,58,15,3.26,3.64,1.27,1.87
2020,KT,이보근,49,0,49,46.2,3,1,6,9,27,12,2.51,3.99,1.16,1.34
2020,KT,유원상,62,0,62,64.0,2,1,2,9,37,28,3.8,5.39,1.25,1.11
2020,KT,전유수,47,0,47,45.2,5,4,2,3,27,21,5.12,4.72,1.47,0.81
2020,KT,하준호,42,1,41,41.2,0,3,0,5,26,27,6.05,4.88,1.56,0.47
2020,KT,이상화,18,0,18,15.0,1,1,0,1,7,10,5.4,6.07,1.4,0.25
2020,KT,손동현,23,0,23,20.1,0,0,0,1,12,10,5.31,6.97,1.52,0.11
2020,KT,김성훈,3,0,3,3.0,0,0,0,0,3,4,3.0,5.63,1.67,0.07
2020,KT,이창재,10,0,10,8.0,0,0,0,1,7,4,5.63,3.36,1.75,0.06
2020,KT,이대은,20,4,16,29.1,0,4,1,0,15,13,5.83,5.92,1.67,0.01
2020,KT,한승지,1,0,1,0.0,0,0,0,0,0,1,99.99,6204.0,99.99,-0.01
2020,KT,조병욱,9,4,5,28.1,0,1,0,0,11,13,7.62,6.24,1.84,-0.01
2020,KT,이상동,5,0,5,6.0,0,0,0,0,3,3,9.0,4.3,2.33,-0.09
2020,KT,안현준,1,0,1,0.1,0,0,0,0,0,2,99.99,22.6,12.0,-0.11
2020,KT,이선우,2,0,2,2.0,0,0,0,0,1,1,13.5,10.25,3.5,-0.12
2020,KT,이강준,4,0,4,5.2,0,0,0,0,3,5,6.35,9.15,2.47,-0.12
2020,KT,금민철,3,0,3,2.1,0,0,0,0,2,1,15.43,5.84,3.0,-0.16
2020,KT,박세진,1,0,1,0.1,0,0,0,0,0,1,99.99,22.6,9.0,-0.16
2020,KT,김민,24,6,18,42.2,3,3,0,1,32,29,6.54,6.26,1.76,-0.23
2020,KT,류희운,7,0,7,8.1,0,1,0,0,7,4,10.8,4.81,2.16,-0.24
2020,KT,김민수,33,18,15,103.1,3,8,0,0,63,30,6.1,5.1,1.75,-0.26
2021,KT,고영표,26,25,1,166.2,11,6,0,1,130,27,2.92,3.22,1.04,5.58
2021,KT,데스파이네,33,33,0,188.2,13,10,0,0,165,78,3.39,3.61,1.34,5.25
2021,KT,배제성,26,26,0,141.2,9,10,0,0,136,82,3.68,3.69,1.47,3.42
2021,KT,쿠에바스,23,23,0,133.1,9,5,0,0,137,51,4.12,3.44,1.37,2.49
2021,KT,김재윤,65,0,65,67.0,4,3,32,0,64,24,2.42,3.24,1.21,2.41
2021,KT,소형준,24,24,0,119.0,7,7,0,0,85,51,4.16,4.01,1.46,2.07
2021,KT,주권,62,0,62,49.0,3,4,0,27,19,19,3.31,4.66,1.37,1.4
2021,KT,엄상백,10,9,1,52.2,4,1,0,0,45,28,4.1,5.04,1.31,1.37
2021,KT,심재민,28,2,26,46.2,0,1,0,1,35,11,2.89,3.58,1.11,1.23
2021,KT,박시영,48,0,48,45.0,3,3,0,12,51,15,2.4,3.02,1.0,1.2
2021,KT,김민수,56,1,55,58.0,4,2,0,11,55,24,2.95,3.2,1.38,1.12
2021,KT,조현우,49,0,49,31.0,0,0,0,6,13,7,2.61,3.52,1.06,1.0
2021,KT,안영명,35,0,35,35.1,0,1,0,4,32,11,4.08,3.23,0.99,0.77
2021,KT,이창재,32,0,32,26.2,2,0,0,0,19,10,2.7,2.92,1.2,0.63
2021,KT,이대은,31,0,31,31.0,3,2,1,9,22,11,3.48,4.73,1.23,0.6
2021,KT,지명성,3,0,3,4.0,1,0,0,0,4,1,0.0,2.82,0.5,0.1
2021,KT,전유수,11,0,11,10.2,1,0,0,0,9,6,3.38,4.52,1.41,0.08
